Symbol	GSM452235	GSM452236	GSM452237	GSM452238	GSM452239	GSM452240	GSM452241	GSM452242	GSM452243	GSM452246	GSM452247	GSM452248	GSM452250	GSM452251	GSM452252	GSM452253	GSM452254	GSM452255	GSM452256	GSM452257	GSM452258	GSM452259	GSM452260
PLCH2	7.90482	9.37283	5.34823	8.90883	4.34282	9.36215	6.83105	6.30686	9.84641	15.0464	7.62948	5.21508	3.7047	3.12889	3.28914	26.3853	5.57684	3.4581	5.41893	26.0158	14.9716	3.18491	2.90733
SLC24A1	106.473	55.66	75.7074	77.3678	59.9246	61.8013	66.4231	54.6806	59.3436	75.6173	58.8583	83.9329	51.3736	35.5291	50.9534	84.8287	56.0856	68.8507	132.775	16.8194	133.317	70.4903	84.3499
ADGRB1	20.2896	5.15547	10.9922	5.57326	18.8805	25.1803	13.263	14.74	16.9537	12.7362	15.0588	13.8627	16.2908	8.03071	21.8915	6.11337	18.5571	3.66135	32.8621	6.0189	14.9971	16.1972	13.9084
PTPRR	0.551439	21.7099	2.48082	3.0796	16.6897	1.29095	16.6405	9.28517	7.18598	3.31901	11.5311	14.4812	11.9002	13.1077	4.09966	3.84238	1.22708	3.5723	2.73271	2.72485	13.3602	4.80624	20.9921
CTH	18.156	7.90489	12.6033	11.8799	21.2939	6.66452	12.6855	27.3308	10.0791	23.5682	27.1633	13.3391	16.9194	14.4134	31.2349	16.0635	25.1617	20.8019	7.83283	28.8443	16.1366	28.5118	4.93386
LRRC37A3	27.4093	24.8161	32.5569	15.6491	22.394	27.5806	29.4409	24.4911	23.7284	18.1568	29.5853	36.0011	17.0867	2.8319	32.5969	25.6373	47.556	27.5048	26.9662	34.278	17.1928	31.9349	3.00373
MATN3	3.49831	1.04047	0.577254	1.63983	0.567876	8.23998	0.420519	5.05881	11.6605	0.271202	4.03682	3.85553	2.61707	3.37441	0.276327	0.263888	8.27183	5.67955	13.3828	1.54658	8.6997	0.468034	0.53142
RTEL1	39.9117	59.3629	13.7706	39.1322	49.9379	38.663	46.8993	34.325	48.462	82.9809	34.4743	39.8506	37.9786	31.5325	39.2907	13.5016	58.6134	38.1743	91.8691	88.3171	52.0668	24.1392	72.1992
ZNF35	80.2382	97.5303	82.2703	88.8322	45.7686	67.3848	69.1501	53.286	63.2807	80.7527	102.875	69.7701	64.7503	88.9975	106.704	54.874	123.506	72.9687	110.121	58.9835	80.128	73.1793	90.0326
ZBTB6	3.5922	3.13295	11.5667	6.77479	8.35997	0.623157	16.9985	4.60656	2.87935	1.0985	13.4431	7.82937	7.66019	6.91467	0.956354	6.22795	13.9102	4.65775	7.573	14.9466	1.24978	11.3306	1.33426
PRKCH	75.8439	75.2122	109.827	30.2233	132.378	40.4321	94.8497	104.671	136.506	47.3425	62.2503	69.7869	66.3535	128.898	125.013	107.06	81.1149	84.9038	5.46096	168.408	67.223	75.895	44.1477
CPM	8.0883	36.5042	15.4412	28.729	3.63792	30.6902	6.65751	39.3295	10.9537	6.14888	8.98816	15.839	15.4268	11.528	15.0051	18.9838	4.62747	20.1501	13.7806	5.42092	4.32893	24.8686	26.5611
GINS1	370.856	78.2372	61.6197	87.1243	650.078	41.3069	353.603	609.524	447.601	270.409	338.362	210.758	362.892	234.562	359.226	54.8778	36.4691	199.97	103.904	39.7691	373.899	189.743	89.7599
RAC3	2.34536	5.65792	11.6351	6.2849	12.893	12.6842	2.39033	1.8122	3.81354	10.2442	10.9843	6.66808	1.80433	6.13311	8.25582	6.96289	8.12519	1.74849	12.9144	7.22534	3.0964	10.7724	8.74018
ISL1	22.2162	2.79458	7.49532	10.6979	18.0217	4.46357	13.9178	4.49656	4.71106	10.1213	10.642	0.947803	3.89099	4.01264	2.19923	24.5591	9.10714	12.66	21.8877	12.9235	4.94351	3.28938	4.96427
AFF2	34.8127	40.2927	44.0265	8.59331	22.6683	40.9673	32.0311	22.0981	28.4284	45.9713	8.67354	37.1255	55.1343	50.0074	15.2955	65.3759	22.2037	35.3727	69.8904	6.87166	37.8861	5.28031	23.4305
SRSF6	47.7875	73.7625	31.4494	105.53	76.7061	74.5078	76.5737	44.9312	265.752	17.311	35.7425	96.4942	51.6379	214.009	141.865	183.184	17.9413	51.7838	71.5851	72.0266	52.6414	85.0654	59.088
FUT1	6.70157	15.7415	23.8661	40.6143	27.9911	40.429	15.3897	32.2445	16.8814	15.8767	24.2303	19.5442	30.2771	39.6425	14.7094	18.4142	25.7847	19.4317	38.2801	18.0991	31.8067	18.1107	7.38239
RNASE2	4551.31	4699.46	2515.81	5938.78	380.27	1081.9	2200.96	1556.3	1258.58	1009.81	1019.27	3864.8	3010.01	550.682	1117.64	935.952	940.852	3212.31	579.227	835.809	956.495	2392.33	5413.14
ANKRD7	1.71838	0.829776	0.906192	1.77657	0.437507	12.0895	7.10675	8.07286	0.82725	15.4261	4.07998	2.82231	2.90319	1.28799	0.862077	1.68816	7.94243	3.26665	25.1163	3.87652	7.93969	3.60129	15.7649
RAB5A	73.1939	62.9446	87.1747	55.3603	76.3396	117.406	77.0349	55.1337	93.4215	88.1088	73.3021	68.1674	72.2779	103.374	94.7067	66.7333	111.422	70.9556	166.456	127.301	125.467	102.128	102.166
EPHA4	95.9359	30.8859	72.8227	44.7868	33.2712	24.2311	53.8319	36.5057	91.9618	64.8023	28.018	132.989	45.2188	86.4999	72.5869	131.615	164.998	53.1559	166.06	108.543	76.632	51.4975	18.9883
EGR3	39.5538	622.11	419.87	112.913	88.9399	377.632	73.5792	193.667	179.23	56.4696	200.888	71.8567	101.946	65.8437	22.1402	1040.82	211.669	231.619	577.775	260.661	421.441	1697.62	760.291
STAT4	1226.18	1118.72	1677.7	817.333	1702.18	704.106	985.711	1186.53	1213.59	737.706	1022.35	994.828	1048.15	1237.23	1182.45	1450.91	1644.21	1583.19	739.024	1530.12	2147.6	954.762	947.407
BHMT	4.22313	7.51523	2.31028	4.85821	2.9267	2.80199	10.0457	9.15694	18.7546	1.7524	13.23	3.96405	5.6461	3.36584	3.08675	2.80255	29.5024	12.2121	17.0893	7.18021	5.85386	4.80885	21.2614
CD33	192.143	371.22	87.5112	286.663	56.1911	364.919	148.994	150.408	99.6032	85.8765	84.0962	288.667	242.03	16.7532	84.3655	304.236	245.853	351.634	212.774	60.0765	130.05	369.826	383.012
AMPD1	20.7161	2.60711	3.48963	11.5909	11.5776	1.93202	47.7493	60.075	46.031	37.4825	45.2443	37.7761	39.9715	18.701	33.5453	20.5489	12.8103	15.1487	8.17974	32.7725	1.29005	11.2422	19.2445
SOX15	1.85443	20.2296	5.8983	32.2894	12.2012	13.625	5.08926	19.1486	4.01454	3.28716	1.71074	13.1581	4.87454	15.7437	8.6562	8.80166	7.94409	9.12526	74.397	10.5031	2.42448	14.6716	10.9221
LLGL1	6.5952	9.41401	13.7809	6.62082	11.2976	10.0186	9.07365	7.89683	5.88093	17.762	5.06143	10.5146	17.2185	13.2561	20.1997	8.93884	9.45076	45.2505	42.2405	11.4219	6.544	41.7299	25.0878
CXCR5	112.411	72.8109	75.006	37.8538	47.4071	102.183	86.5102	51.345	74.0462	49.9376	102.144	37.4162	54.2856	124.948	97.9847	166.627	192.095	52.4538	135.777	250.186	64.5175	69.8822	109.281
ELK3	16.2428	18.4453	20.0882	3.5378	23.2321	21.7	23.9091	30.4908	33.8092	37.917	22.8391	11.14	19.7837	25.6309	25.6718	24.3288	21.8189	10.3331	39.4324	43.6867	5.83253	18.2567	16.7286
ADRA2C	3.19504	27.5701	24.3749	26.2319	35.2622	49.8995	37.6094	4.43388	20.7322	32.1279	43.8169	23.6264	20.4212	36.7662	3.56885	43.1527	51.4054	21.8171	105.289	49.7876	22.879	6.34436	38.4561
ASGR2	241.465	314.521	236.747	993.713	137.98	610.885	443.052	323.067	190.938	211.825	400.427	563.785	431.793	157.901	400.702	304.987	304.819	344.891	459.05	299.355	124.636	396.853	316.694
CLPS	22.4409	39.0237	8.25271	31.8945	9.24666	43.9986	32.1781	20.4987	25.7553	14.7096	28.4504	26.6446	19.9106	23.9541	34.45	30.1851	14.3143	21.5897	45.0303	17.235	11.9081	17.3095	16.1038
MCC	4.60486	45.5541	15.5012	7.88336	31.3503	40.3032	38.2509	44.7841	33.9864	40.6081	9.00803	48.3692	18.4793	6.9256	30.0882	25.3106	39.1299	23.5491	8.36567	7.38676	18.0959	23.5321	3.73623
XAF1	1159.76	870.518	1454.37	680.939	125.924	195.363	643.899	178.454	210.42	284.345	114.595	1017.37	266.108	159.545	130.003	149.699	50.5105	494.908	77.7334	51.2871	108.1	619.644	257.927
ADAMDEC1	25.794	33.0575	31.5054	69.174	16.5672	20.0573	27.2348	11.0891	14.3331	16.3428	14.0114	40.6049	18.745	12.078	17.6052	25.2816	22.3579	15.3713	46.8992	10.7957	2.8562	29.0754	36.7286
FZD5	3.99761	7.41227	3.19601	3.49176	5.27745	9.20888	4.10966	3.76068	2.95376	4.20738	3.39994	8.72044	7.06434	6.82972	12.4678	6.69998	2.28554	14.2512	6.3605	2.12248	2.88141	2.7257	3.04444
RIMS2	31.3284	31.3241	28.1828	35.9432	43.4611	12.9303	28.2704	28.1364	44.8377	37.6957	40.1038	33.138	16.2675	22.2819	36.9122	42.5716	14.5657	5.13945	13.5631	65.794	4.99738	21.1333	24.6096
PI4KB	731.148	1182.32	895.377	991.88	897.053	732.663	712.722	717.924	700.596	518.988	952.444	944.849	899.334	659.689	740.836	848.903	566.509	771.331	1052.38	784.421	440.294	477.633	1146.77
LHX2	10.5189	3.68017	1.70478	7.24564	1.42749	5.36947	9.30723	10.7629	9.10558	2.58323	2.74699	2.39734	2.10577	10.8913	2.6224	4.68782	3.24052	6.01712	7.33105	2.01153	25.7581	4.92727	11.449
MOCS3	28.504	10.0466	8.34041	19.7318	10.5093	49.1661	39.6029	16.0868	23.5337	29.4344	37.2013	17.1563	50.5877	19.1751	16.5917	22.5026	21.4051	24.1556	33.3328	34.3729	32.6322	22.7651	33.7649
SLC26A3	2.74106	8.3168	1.69958	12.2204	1.20836	0.457264	0.989027	8.18136	11.4581	3.24926	12.1526	1.30103	4.02122	2.44632	2.11603	1.70019	0.842155	0.992258	4.47672	2.24882	11.4681	7.18602	9.46527
RHAG	1.80656	7.11001	2.77435	8.88538	13.0372	20.3751	13.0917	8.96796	12.0356	20.0166	5.65996	5.20564	6.68026	3.80155	7.09674	11.0692	7.39846	0.327517	2.61192	15.9097	2.09131	7.13213	3.60469
SCML2	175.706	169.552	140.834	245.67	252.687	355.257	186.935	153.862	182.277	358.975	165.638	225.351	169.685	249.123	221	223.853	276.2	234.985	421.443	145.724	188.779	181.292	229.435
IL3RA	4.00348	95.1309	73.5069	129.923	5.32716	132.885	8.48127	9.653	14.7683	7.33761	43.4974	56.3631	16.8097	5.64884	3.99695	9.68802	11.6096	7.19641	60.343	98.3559	10.671	79.7299	93.1291
CHP2	3.64451	2.25849	1.75626	2.73471	2.98094	3.91892	1.54437	1.57647	1.45687	2.2629	1.84823	2.29194	4.90316	2.35685	2.32823	2.05995	4.98382	4.46118	6.78166	3.07707	4.14943	4.19581	2.24311
CD27	1925.01	683.204	306.479	286.083	1978.74	384.22	1959.75	1637.54	2399.12	1334.36	1837.32	881.523	1315.47	1582.78	1399.33	1164.6	426.557	1213.64	477.611	700.302	899.977	729.223	512.607
CELA3B	4.04289	6.51159	14.8987	8.01581	3.5369	6.88676	19.0862	21.0771	15.2889	19.5932	3.13188	17.6833	24.1249	9.59571	1.94919	10.4283	11.9588	5.65265	41.0321	16.1637	9.34706	21.3605	2.19814
AGAP2	83.9058	76.7201	97.9423	97.3296	85.1631	68.1104	68.5026	77.6929	80.2676	52.6001	55.9255	69.8801	69.011	20.7544	46.1491	96.8032	54.7094	56.2668	109.798	69.8017	27.9467	29.2563	56.2092
CYP4F11	1.48664	1.74258	4.75982	1.00374	1.30063	2.98232	1.32609	1.90775	1.00308	1.57192	0.998492	1.56236	1.38736	2.93151	0.901258	0.960219	1.5587	1.48935	1.6642	1.24496	1.29924	1.99041	1.59573
RLBP1	5.86554	4.86488	2.66993	5.67323	4.24278	13.4654	5.23294	2.00709	8.69172	1.81779	3.69281	3.45563	1.87777	5.4996	2.38735	3.33114	2.26991	2.11969	22.8808	3.43078	35.2491	3.10949	4.56553
ABCC2	6.84352	17.7746	9.3113	10.1957	1.9962	8.95234	1.40355	22.368	2.97655	35.1846	25.4207	7.89235	1.52123	12.1074	5.49015	2.46709	31.5037	31.2999	17.8835	15.4001	4.92394	6.65026	1.50813
GJB5	3.44471	2.85119	2.49955	3.98653	3.76977	6.69675	5.33616	2.11594	4.07057	3.69804	4.57317	1.60173	2.32059	3.0517	2.84138	3.98714	4.2394	21.2062	13.0583	21.732	3.1701	6.56834	3.0286
PTX3	36.8485	154.21	204.249	95.7419	26.8773	125.886	83.9226	111.254	798.924	25.1167	65.734	102.267	69.3481	398.901	93.9641	115.113	31.9666	98.1629	100.032	166.425	83.2133	664.115	359.27
CNBP	2746.35	2537.58	2851.79	2220.78	2301.6	2517.35	2684.25	2355.7	2543.38	1777.52	2635.02	2497.16	2940.79	3441.29	3349.18	2804.58	2309.06	2551.71	1379.4	2842.72	2075.3	3392.09	2778.59
GDF10	5.02931	19.4826	8.28511	1.21945	2.11106	6.10096	6.74125	1.55566	5.11549	5.33857	1.09292	5.29574	2.16082	4.30173	10.5507	3.09154	14.008	5.0053	10.0442	3.70927	3.8983	6.05531	2.71336
APOBEC2	42.1534	46.0336	36.5366	34.8499	53.6276	27.4935	45.0642	43.0034	26.5148	29.2456	27.2865	37.2895	35.2457	38.7568	28.0589	54.7058	49.7155	33.5534	75.2083	48.6966	46.5337	44.0799	57.4512
SYT5	22.0143	5.40958	21.9068	7.79094	15.2017	23.1246	3.52578	14.7306	11.1929	2.97182	17.1493	11.3515	11.6418	33.9206	23.8762	26.7242	19.5442	21.297	48.507	37.8998	37.5647	16.5904	41.8495
MAB21L1	17.3482	12.7964	10.403	14.1852	7.88783	10.235	12.7159	4.65889	7.25384	3.6609	7.44106	18.2927	6.00627	14.9021	1.74131	15.4792	23.5353	1.09403	4.92174	22.7412	3.06809	11.8529	7.71086
CLCA2	10.1583	3.56459	2.57315	4.22599	9.24539	2.13373	16.0064	7.95067	9.08946	11.2083	1.94429	11.7808	2.22205	3.73432	4.67783	4.33041	20.1929	13.6529	16.3432	2.45152	17.7485	9.45856	1.48917
ARHGAP6	86.4944	107.404	50.1692	261.914	51.336	285.55	130.673	38.1256	83.1206	203.084	100.356	283.97	23.4611	245.689	194.833	124.412	91.7968	109.782	91.1299	47.9547	52.1626	55.885	89.6424
ADRB2	240.86	737.258	786.454	250.135	248.672	156.443	177.674	207.938	270.688	74.561	162.278	181.787	95.2402	127.628	143.738	338.109	242.189	223.466	367.538	312.043	329.597	214.883	554.065
ADORA3	27.0325	36.4815	35.7207	58.8682	35.1167	18.5991	19.7376	33.6997	33.4365	34.2785	6.91806	34.738	19.0626	22.7122	18.0095	32.5287	42.2468	30.1873	13.9711	3.69332	21.1943	24.1279	53.2515
IL13RA2	1.7487	2.49279	5.17766	3.81726	0.868128	2.43654	11.4275	4.68444	7.01671	0.55204	1.53031	0.690633	2.36705	4.40123	15.2402	1.53104	10.9372	2.27442	15.6075	6.06217	1.34721	1.51329	2.46349
ZNF222	44.7005	42.3156	39.3235	26.0987	19.2651	6.13988	24.0432	30.3532	22.1116	25.1834	48.5162	26.9682	21.9115	42.5701	21.8284	42.6663	64.8036	29.4605	27.3116	14.9072	39.6408	29.9737	36.4249
BMP6	65.3306	28.8385	23.8518	22.194	11.6689	65.1893	83.704	51.6002	63.8185	70.1707	71.0328	66.5349	39.8854	87.6256	76.7082	65.9424	3.33288	27.8837	8.97651	35.909	27.4706	57.3457	6.49546
ARG1	24.6448	15.9818	22.3811	21.71	21.2065	17.6382	12.4266	22.6077	12.2362	8.48559	8.27188	10.0343	19.8375	42.2087	25.8479	27.9925	18.4807	22.4717	26.4676	43.0271	3.82597	16.7993	59.3383
PLA2G5	29.9941	8.00169	9.66541	34.5906	41.3005	36.6236	31.8705	24.5339	9.7065	37.788	30.5691	28.7693	43.2518	36.0844	20.6991	29.2686	25.6	27.5644	69.1098	36.773	14.123	38.3272	11.0055
TPPP	11.6248	36.7614	11.0281	10.4309	26.8078	7.64038	5.54467	22.5332	19.4148	8.22668	11.2798	5.61513	27.4013	12.704	23.2824	11.2821	17.0603	14.8836	18.5603	4.44453	9.74118	5.45134	17.8716
ZNF747	72.0294	89.9772	74.5779	31.5556	21.6751	73.5627	62.7406	83.5727	67.1203	17.4025	81.1725	63.6691	79.2808	98.6248	56.9803	79.2249	20.3431	102.883	179.525	75.9423	55.1759	92.6862	96.5097
ZNF134	78.6965	65.6561	117.594	48.3836	94.633	75.6815	69.5085	78.0071	59.0967	43.7853	74.2511	67.5555	85.6405	77.6249	85.8609	71.8306	238.561	107.392	114.11	111.648	130.011	73.2174	83.7949
CRKL	50.3626	58.214	37.8982	42.5307	29.695	58.681	41.4069	35.4664	49.4429	57.6434	24.6336	38.3137	59.9364	65.1181	54.5286	54.2692	75.6255	35.1524	22.4829	63.141	53.7026	64.9536	31.7676
CRYBB1	3.04981	4.56576	2.58343	2.01528	2.31211	4.43363	2.22353	3.55601	5.96481	4.67197	4.26532	3.2009	2.80049	7.40959	4.79406	3.99541	6.33614	3.8835	3.90091	3.63905	2.26532	22.4768	2.64646
MPP3	26.0786	57.7758	21.5462	9.53084	25.3592	22.2606	36.2558	29.6114	30.7378	30.7542	8.2589	34.2421	23.3912	42.3752	29.0523	62.9423	21.5952	27.3287	4.58025	27.2024	56.4077	32.9589	28.9438
ZNF623	106.842	79.2345	66.5442	47.4606	42.7041	42.1695	44.6606	58.9759	55.2777	65.2343	54.3851	107.455	52.518	27.9173	36.775	79.0984	74.8981	137.037	103.706	19.9307	64.8799	42.131	80.6429
GPR17	7.39322	2.75797	1.6327	0.718251	1.5845	3.65884	16.0081	0.983329	0.984424	1.80223	0.962367	2.01557	1.97585	1.45038	1.36854	0.999491	19.2312	0.877608	2.54198	2.38031	1.40822	2.78121	1.02124
CDSN	4.58809	3.69645	1.57427	5.42351	8.73933	7.52695	5.41254	2.4784	16.1474	4.74352	5.78741	2.35546	2.87637	5.20758	10.5215	11.0765	5.47762	6.10763	22.3682	8.52837	6.06747	6.52271	6.80577
HOXC4	67.3422	107.331	91.3081	67.8806	103.61	7.68698	83.963	61.3451	58.5593	55.4589	50.3155	96.9258	59.9358	72.5531	78.9677	93.6075	51.832	90.4639	235.644	103.317	70.9882	59.08	60.0232
GH2	5.27738	5.77098	4.40905	6.3423	18.0186	29.4933	22.3603	5.62049	10.9269	39.7844	6.74918	10.7458	21.257	28.8179	10.8671	6.49627	9.13677	12.6689	43.2511	30.4375	9.12759	7.23375	1.38655
RUNDC3A	14.9338	20.7092	15.9419	4.88509	4.27033	16.7485	3.60724	26.2143	13.0104	18.1114	7.59274	6.18843	5.64305	32.1924	3.27332	5.74276	10.6854	10.4541	6.62041	5.58774	27.8301	15.9206	3.32118
NME5	9.90588	18.0512	12.6152	27.5317	11.7475	26.5865	18.8904	5.75378	11.72	0.814916	13.0721	5.45302	14.7351	20.882	18.2504	21.6118	36.4389	17.347	32.1151	30.1921	28.6384	2.05185	28.7344
CEACAM7	0.326886	0.500048	4.91228	12.6161	0.824664	12.2818	12.3381	8.59028	2.14963	2.21157	2.91761	5.19876	2.92367	2.01794	9.82003	10.034	11.974	7.96411	2.90392	0.970912	9.09836	0.987561	7.11091
ANXA11	1454.65	2588.09	1784.6	2763.49	2402.89	2635.52	1818.85	2387.52	1478.86	2164.28	3335.47	2489.62	2311.15	2268.97	2014.64	1889.23	2473.66	2583.76	2532.49	2750.51	3003.68	1797.84	3738.11
MEOX2	7.75559	0.672704	0.0979837	0.848844	3.24587	1.28625	0.803577	0.126254	0.376382	5.61264	5.34893	4.18721	0.644832	0.328503	0.525709	3.09978	0.581653	6.50333	0.662839	0.747404	0.408645	2.90579	0.421965
RCVRN	6.44143	4.57636	19.423	4.69979	6.4862	5.9462	6.89674	6.36772	5.46241	16.181	4.32066	17.2907	6.30613	2.97529	8.34027	16.6628	13.7691	3.00762	19.077	11.1928	36.7385	13.1035	3.88102
GRB14	12.8599	13.769	0.806919	15.7714	2.05297	25.9768	16.7819	1.4006	5.50662	53.2727	25.9015	21.7551	8.08043	14.0832	17.4865	10.7469	11.7826	9.94942	2.18791	9.66543	16.161	13.9671	16.1815
CD180	334.597	413.121	237.269	227.604	126.919	187.951	338.275	332.829	390.212	275.355	445.953	515.354	308.442	188.55	191.161	215.141	158.739	296.777	239.475	165.724	38.2284	287.273	237.217
CLC	13.3554	44.7418	15.9865	4.11885	32.6596	20.2525	32.9551	22.6931	25.3936	14.2508	7.63031	10.2865	30.5299	17.9324	31.3179	23.6259	2.95231	42.6029	55.816	63.1684	23.0701	11.8668	48.6787
CA4	15.0905	16.3539	8.17153	14.4606	3.81909	18.3811	6.66969	5.67882	29.3246	9.19386	5.32778	14.017	1.9823	17.0677	10.1262	23.5617	23.4964	11.184	3.02683	31.8062	5.45959	4.84399	17.4976
CETP	2.30295	1.41677	1.91189	19.5048	4.4346	10.7998	3.21616	5.69376	2.63041	2.14579	2.28796	7.39172	2.46845	7.68931	5.24597	3.66652	2.03415	2.16639	24.1418	9.54278	5.88912	10.1358	2.93824
SELE	0.601113	4.98245	3.84216	0.712693	4.8414	7.81845	10.1807	2.32295	0.349596	2.87693	5.00077	1.37991	4.19318	0.941104	6.25411	1.60786	25.201	1.1926	15.7065	18.0457	6.0431	2.05129	3.81938
CPA2	21.997	33.6697	24.726	32.8467	45.1546	14.3674	19.6909	29.0127	34.8043	35.8002	35.0808	16.2602	32.3446	28.0781	52.5509	31.0505	42.4212	28.9566	5.45208	50.8594	48.2296	16.6195	26.7278
WNT10B	40.7445	27.2525	40.1333	5.97128	58.6362	12.7082	55.2818	35.7771	72.2722	49.4107	38.3439	7.27013	5.87891	28.4738	60.6634	93.6609	35.1726	39.5831	26.8874	104.684	19.4511	26.5804	41.2078
PLA2G7	22.8729	91.8771	42.7388	213.158	58.5557	325.739	94.1787	61.4281	55.5931	68.555	32.5135	213.507	190.853	46.3756	86.9804	68.7358	71.6865	203.638	175.932	75.0228	70.1596	158.613	52.3064
OPCML	24.3963	15.7055	5.41032	17.3126	40.9666	17.4161	7.17828	3.58629	3.43218	6.2899	14.2622	14.9329	16.3628	25.9474	15.2412	42.2736	10.3173	6.1508	47.8523	19.5007	7.47738	7.44487	50.5459
SRPK3	15.0585	70.3974	29.8206	46.385	29.3844	29.5907	49.4753	7.62712	62.7368	66.6085	61.0723	50.8456	31.6023	7.67816	15.9639	16.7523	52.6239	21.8829	22.9833	46.9908	26.1589	37.8444	46.8981
EDA	48.2779	31.6022	40.2661	39.8063	24.7323	62.5037	65.3881	57.7044	46.1647	41.9963	44.0464	43.0938	36.5741	52.8669	51.8777	77.0735	48.5233	54.8427	58.2648	78.1863	48.3461	42.1396	63.3271
MAGEB2	21.9046	31.1592	21.2882	21.5096	33.7743	14.878	29.0653	10.3038	14.5321	17.9386	18.9078	24.6525	17.118	39.9912	34.6502	17.1452	38.2703	11.905	40.4005	39.3881	16.8169	21.3926	26.8671
VAV1	642.867	1156.32	583.43	916.477	1045.61	714.923	674.049	823.691	768.699	594.964	699.189	564.249	786.506	585.175	797.667	595.108	514.864	787.638	377.084	666.31	721.43	537.009	1026.98
RASA3	2.42668	4.88016	7.49976	3.69937	7.25735	2.78554	21.6231	2.71702	7.79851	8.37804	6.68534	8.65791	8.1175	15.7852	4.89729	8.23437	3.65651	9.69627	22.1305	4.65505	2.67878	3.06869	3.37775
TNFRSF10C	21.3693	47.6996	26.3067	60.5158	6.43184	20.4517	17.491	23.1288	5.12477	19.5326	12.1412	15.0468	21.1007	7.65133	19.6923	53.5328	38.0022	7.31863	67.8465	43.9499	2.96452	48.3655	49.016
LMTK2	24.2221	20.0514	8.62733	18.0596	11.8388	56.9193	24.5747	20.5257	22.4529	10.9944	29.1835	26.0172	21.3085	26.3453	11.1383	44.8447	10.7902	17.0995	65.9283	33.9604	21.3154	12.0075	34.7254
CST1	5.12972	5.19417	6.95789	4.10614	11.977	7.88504	3.31904	3.78147	3.67895	6.24047	1.98582	2.08142	3.40606	17.2418	2.33096	4.63826	4.96586	12.1408	17.6569	11.321	2.02476	2.61089	4.225
ZNF507	17.8627	7.13681	18.5972	7.01808	12.1241	10.2095	16.8553	1.86577	10.6648	4.59148	8.74982	16.3892	25.742	26.0585	11.3751	31.4258	14.266	6.47793	47.3749	19.0221	11.1277	18.0856	1.86051
HRG	27.7489	11.8625	9.86708	10.0634	23.9657	32.4797	2.27692	2.98368	23.5047	14.5489	17.5608	18.1769	18.2388	10.9323	14.8764	26.7842	8.02121	15.38	28.4095	10.9221	11.3583	11.1671	26.7852
CILP	53.0401	52.8308	38.595	83.5161	35.9341	41.8999	33.0042	40.1051	22.7307	42.8513	58.5439	55.7108	28.8137	49.5603	60.5043	42.9378	63.9664	48.1369	80.8771	49.8942	48.3752	45.1785	67.1223
PAX2	14.4022	1.96438	8.09443	1.59432	8.59946	27.1269	22.4119	15.9931	0.970631	1.14397	12.9243	7.4878	20.4841	8.92094	17.1789	4.51617	13.0686	16.3741	21.7133	24.962	3.56576	17.6551	18.5499
LHX1	3.02357	15.206	10.4968	12.2743	17.0102	3.66911	4.25682	3.41014	3.07685	6.74871	3.61818	2.31769	2.468	8.50651	2.74402	6.27652	9.68123	15.025	5.89774	25.0244	6.68966	24.7555	1.4854
KCNN1	34.8263	12.828	46.6482	90.1101	11.1248	50.6357	15.9446	58.1423	11.2047	8.2877	20.1216	36.4655	10.4101	30.5819	25.0736	10.6249	29.7865	17.0867	24.7844	38.7773	14.9268	20.7837	47.2961
B4GALT6	7.35132	4.03968	1.84557	0.814399	2.95404	2.2921	1.1887	10.9347	1.4319	8.85402	5.48847	1.84164	2.48352	11.8908	1.94116	1.3887	6.16691	1.50467	43.0608	2.42055	1.36482	2.52781	0.788166
MMP17	38.7751	49.3519	29.6287	29.1454	8.71492	3.32911	36.4141	6.43758	4.22118	8.33628	8.17194	11.4197	14.5878	16.0808	8.41287	8.42984	45.3789	2.4867	14.2181	46.6061	7.71242	8.23154	37.0085
LIG4	22.7623	33.5492	14.1945	13.4259	11.5393	28.8074	23.5148	20.5911	25.9683	8.99567	18.012	23.1164	21.9461	17.8197	9.21101	31.8755	21.5101	13.613	35.2483	48.2745	21.5744	29.3466	14.7262
GPR4	36.7851	15.9092	19.9708	28.6398	22.4057	39.6214	19.4657	30.785	45.9499	24.8373	31.6292	30.6871	23.5503	46.4525	34.1296	28.331	54.3905	22.3183	97.5351	41.9888	32.6223	18.2791	41.2839
NRG1	4.76102	8.22697	4.72809	38.0592	8.43669	11.516	10.6725	5.398	5.59421	10.2714	12.0112	14.6982	5.62513	22.8192	27.7712	52.2363	13.2363	17.6122	36.0242	10.7061	8.45368	6.72497	80.2325
YAF2	73.4972	89.6566	122.263	161.122	114.482	169.39	73.3274	66.5374	86.0129	212.547	105.431	85.8251	97.7289	116.483	127.827	83.6271	229.267	97.2796	129.325	252.317	220.936	137.497	146.362
SPINK1	13.4484	13.01	15.3526	9.16075	15.5688	6.23128	3.89994	15.2993	3.88954	10.4313	11.4746	19.8016	17.8798	4.63476	22.918	5.37963	24.3801	11.1132	49.8937	92.9319	24.0857	38.1272	16.2664
ZNF136	95.2354	86.6129	152.253	144.83	82.5089	99.2451	98.6085	69.0046	82.3066	79.9562	98.4553	95.9599	73.0856	170.636	139.163	101.52	118.752	65.7201	161.538	249.574	69.0263	90.594	52.2916
