Symbol	GSM998327	GSM998335	GSM998346	GSM998318	GSM998319	GSM998320	GSM998322	GSM998324	GSM998325	GSM998326	GSM998328	GSM998331	GSM998332	GSM998333	GSM998336	GSM998337	GSM998340	GSM998342	GSM998345	GSM998348
NMNAT2	-0.607	-0.781	-1.301	-1.208	-1.18	-0.482	-2.106	0.199	-1.626	-0.795	-1.559	-1.116	-0.683	-0.909	-0.563	-0.859	-0.596	-0.444	-0.454	-0.314
NMT1	-5.654	-1.817	-0.634	-1.869	-2.378	0.527	7.595	-0.034	2.573	0.913	0.129	0.034	-0.33	0.272	0.624	0.037	-0.856	-0.208	2.207	0.046
NMU	NA	-1.097	-1.095	0.521	0.662	-0.26	-0.309	-2.058	-0.248	-0.737	1.553	-1.389	-0.235	0.215	-0.338	-0.008	0.136	-0.558	-0.598	1.01
NNAT	0.692	0.707	3.813	1.802	2.511	2.019	2.427	-2.384	1.181	1.155	2.179	1.186	1.292	0.268	-0.124	2.351	-0.676	0.877	1.51	0.444
NNMT	-5.889	-4.622	-4.174	-4.746	-3.912	-6.122	-1.95	-4.053	-5.585	-4.268	-4.987	-4.881	-4.212	-5.449	-5.022	-4.023	-5.972	-5.009	-6.223	-5.504
NNT	-0.9	-1.246	-1.344	-3.753	-1.341	-0.607	0.699	-1.216	-2.284	-2.28	-1.389	-1.704	-0.971	-1.312	-1.822	-1.65	-0.815	-0.775	-1.869	-1.895
NOB1	-3.2	-2.484	-2.939	-2.062	-2.036	-2.145	-2.385	-2.408	-2.575	-2.709	-3.154	-2.001	-3.043	-2.532	-2.34	-2.112	-2.769	-3.393	-3.001	-2.736
NOC2L	-1.269	-1.233	-1.621	-0.046	-0.961	-1.407	0.619	-1.502	-1.477	-1.512	-1.867	-1.036	-2.375	-1.861	-1.903	-1.356	-1.757	-2.781	-2.18	-2.364
NOC3L	-0.636	-1.329	1.528	-2.129	0.792	2.38	NA	-0.363	-2.803	0.176	0.787	0.999	1.983	1.258	0.664	1.142	0.525	1.904	1.158	1.102
NOD1	0.82	3.269	NA	NA	NA	NA	3.266	NA	0.676	3.027	3.459	NA	2.966	2.646	3.839	3.891	3.354	5.237	3.484	0.934
NODAL	2.551	2.699	0.829	0.958	0.715	2.297	2.795	0.208	-0.905	-0.072	-0.603	0.209	0.362	-1.341	-0.122	0.049	-2.21	-0.956	-0.054	-0.333
NOL3	0.293	0.408	-1.976	-1.85	-0.798	1.246	-1.019	-0.789	NA	-1.003	0.088	0.977	0.247	-1.07	-0.389	-0.613	1.099	-0.78	-0.245	-0.194
NOL4	0.432	-0.516	NA	-0.336	0.011	-0.169	3.745	-0.2	-1.791	-0.234	0.556	2.783	1.116	-0.726	0.089	3.99	NA	-0.886	NA	0.142
NOL6	1.378	0.11	0.636	-1.474	NA	1.363	5.625	2.113	NA	-0.65	1.369	-1.464	-1.336	-0.25	-1.668	NA	-0.304	-0.456	NA	-0.196
NOL8	-2.049	-2.039	-1.772	-0.378	NA	0.586	2.97	0.34	0.646	0.104	0.46	-0.727	1.53	0.423	1.473	5.537	0.099	1.803	3.084	1.375
NOL9	-3.227	-2.062	-4.366	-1.865	-1.739	-1.683	0.331	-0.823	-1.947	-1.105	-1.942	-0.649	-1.631	-0.437	-0.843	-0.955	-1.439	-1.143	-2.003	-0.769
NOLC1	-0.42	0.097	0.179	-0.281	-0.415	-0.272	-0.583	-0.418	-0.984	-1.007	0.45	-1.275	0.317	-1.049	-0.895	-0.422	0.33	0.953	-0.267	-0.317
NOMO1	-2.613	-3.119	-2.592	-4.449	-3.129	-1.528	-0.776	-0.812	-2.45	-1.199	-3.158	-2.692	-2.467	-1.841	-0.689	-1.968	-2.082	-3.373	-2.425	-2.411
NOMO3	-2.81	-2.527	-2.152	-1.913	-2.093	-1.291	NA	-1.078	-1.938	-1.276	-2.536	-1.992	-2.816	-2.307	-1.573	-2.038	-1.597	-3.126	-2.757	-2.381
NONO	-1.335	-1.565	-1.769	-0.899	-1.211	-0.235	-0.734	-0.394	-0.824	-1.18	-0.7	-1.263	-0.86	-0.599	-0.585	-0.822	-0.551	-1.358	-0.419	-0.92
NOP10	1.955	1.095	2.13	0.419	3.512	1.582	0.872	4.757	1.302	2.274	1.896	1.31	1.992	2.221	2.227	2.467	2.105	3.951	1.897	2.121
NOP14	-1.4	-0.941	-2.37	-1.532	-1.819	-2.589	-2.779	-0.656	-1.728	-1.108	-2.124	-1.893	-2.277	-0.82	-0.931	-1.427	-3.148	-1.02	-1.677	-1.285
NOP16	4.71	NA	1.97	3.859	NA	4.613	NA	0.97	-1.77	3.003	1.024	NA	2.532	3.352	NA	NA	4.061	2.258	6.719	0.864
NOP2	-1.752	-2.754	-2.325	-3.18	-1.806	-3.704	-0.034	-1.47	-2.415	-2.017	-1.731	-1.915	-2.48	-2.016	-1.491	-0.24	-2.064	-3.821	-2.731	-1.759
NOP56	-3.468	-3.104	-3.693	-3.433	-2.506	-2.685	-1.108	-0.949	-2.46	-1.662	-2.156	-2.429	-2.019	-0.95	-0.725	-2.395	-1.9	-3	-1.567	-2.589
NOS1AP	3.058	1.19	2.095	2.867	-0.085	0.013	-2.732	0.167	1.335	-0.72	-0.661	0.375	-1.564	-1.612	-1.274	-0.434	-2.568	-1.059	-0.985	-1.405
NOS2	-0.436	2.105	2.266	0.724	3.95	-1.474	3.818	1.247	0.719	-1.836	5.263	-0.301	0.484	-1.269	-0.014	2.566	4.048	-0.345	0.104	0.404
NOS3	1.125	NA	3.001	NA	0.854	1.151	NA	0.953	0.988	0.142	-1.918	2.202	1.289	1.863	0.719	10.451	NA	1.679	6.321	0.867
NOSTRIN	-2.58	-2.278	-1.594	-3.095	-4.134	-3.792	1.325	-1.874	-2.333	-3.765	-3.232	-2.672	-4.044	-4.495	-4.515	-3.734	-3.112	-3.669	-2.912	-2.757
NOTCH1	NA	3.666	5.992	NA	0.686	NA	NA	-4.009	0.979	NA	NA	NA	NA	2.496	3.99	NA	NA	3.894	NA	2.218
NOTCH2	0.421	0.862	0.973	-0.782	0.088	-1.055	-1.947	-0.942	-0.324	-0.077	0.886	0.123	-1.326	-2.208	-0.972	-1.132	-1.434	-0.005	-0.503	0.125
NOTCH3	-1.756	-2.009	-2.312	-1.189	-2.777	-3.463	-1.01	-2.743	-2.354	-3.562	-3.579	-3.101	-5.735	-4.358	-4.039	-3.01	-2.795	-3.959	-3.741	-4.689
NOTCH4	0.491	0.586	0.481	0.483	-0.918	0.773	-4.2	0.281	0.887	0.21	0.425	2.47	-0.219	0.131	-0.208	0.677	0.207	-0.455	0.799	0.342
NOTUM	-1.861	-2.776	-3.861	-3.645	-2.496	-1.928	-4.011	-1.449	-2.108	-4.179	-2.956	-2.262	-3.713	-2.895	-3.031	-3.992	-2.87	-3.547	-3.483	-3.106
NOVA1	-0.093	0.312	-0.44	1.518	-1.69	-0.194	-0.811	-0.127	0.325	0.475	-0.906	-0.321	-0.274	-0.162	0.126	1.305	1.245	-0.343	-0.362	0.104
NOVA2	1.548	2.311	2.983	0.066	1.187	-0.638	-0.691	-0.781	1.666	1.241	0.248	0.29	-0.247	0.48	0.939	1.778	0.13	0.343	-0.584	2.295
NPAS1	2.201	1.825	-0.179	-0.471	0.571	0.414	-5.242	0.716	-0.388	0.741	-0.715	-0.635	-0.312	0.858	1.31	0.704	-0.054	0.673	-0.021	-0.168
NPAS2	-3.62	-0.367	-0.34	-1.438	-0.431	-0.385	0.498	-0.119	-1.894	-2.319	-4.383	NA	-2.252	-2.86	-2.443	-3.005	-2.781	-1.385	-0.463	-1.548
NPAS3	0.715	1.211	0.834	0.219	0.423	1.153	-0.907	1.034	0.104	0.751	0.845	-0.198	0.719	1.564	1.041	0.777	1.079	1.56	1.18	1.365
NPAT	0.764	2.101	1.081	-2.452	-1.431	2.431	1.855	-0.056	0.283	0.516	1.562	0.577	2.972	1.328	1.17	0.757	0.986	2.004	1.165	2.828
NPB	-0.32	-3.302	-3.712	NA	-2.465	NA	5.622	NA	-0.506	-0.996	-1.645	-0.076	-2.726	-0.231	0.116	-0.354	-4.307	0.135	0.43	-0.604
NPC1	-2.09	-1.062	-2.515	-2.55	-2.964	-2.489	-2.09	-2.103	-2.501	-2.627	-2.778	-1.446	-2.612	-3.016	-2.68	-2.138	-2.8	-2.894	-3.226	-1.888
NPC2	2.115	1.282	1.933	1.019	1.967	0.467	-0.044	0.826	1.888	1.046	1.065	1.646	-0.104	0.719	0.617	0.126	-0.135	0.148	1.174	1.114
NPDC1	-10.814	1.822	1.311	-0.399	2.622	-0.225	NA	-1.932	1.727	0.853	1.438	-3.273	1.029	-0.104	0.638	3.075	2.044	0.677	1.061	0.362
NPEPL1	-0.798	-0.664	-0.741	-1.463	-0.449	-1.215	-2.571	-2.058	-1.984	-0.304	-0.31	0.708	-0.661	-1.03	-0.387	-0.591	-1.482	-1.092	-1.031	0.087
NPEPPS	-0.175	0.434	0.876	-0.266	-0.017	-0.213	-2.062	0.075	0.148	-0.327	0.428	0.409	-0.53	-1.036	0.373	-0.799	0.085	-0.866	-0.048	0.543
NPFF	0.667	0.296	-0.121	-0.597	0.381	0.496	2.439	0.432	1.074	1.569	1.334	0.869	0.324	0.98	1.136	0.773	1.07	0.397	0.464	0.543
NPHP1	1.616	2.321	1.512	3.634	0.333	0.931	0.235	0.183	1.753	0.8	0.965	1.254	0.942	1.332	0.591	1.444	0.171	2.52	0.383	0.146
NPHP3	-0.118	-0.74	-1.36	-1.741	-4.605	-0.08	NA	-2.119	0.102	-0.937	1.486	0.306	-2.08	-0.944	-0.718	0.586	-0.899	-0.567	-0.545	-0.444
NPHP4	-1.644	-1.991	-2.176	-0.89	-3.411	-1.8	NA	-0.241	-2.088	-2.234	-2.273	-2.335	-2.043	-2.447	-2.699	-2.053	-2.943	-2.476	-1.917	-2.583
NPL	3.026	4.986	4.828	3.141	2.789	2.674	-1.445	1.465	2.624	3.914	4.321	4.364	3.003	2.975	2.791	6.991	2.667	4.829	4.561	4.547
NPLOC4	1.286	-1.91	0.471	0.032	-0.213	-0.548	1.784	0.449	2.109	-0.283	-0.353	-0.009	-0.959	-1.172	-0.41	-1.218	0.647	-1.213	1.096	-0.689
NPM1	-0.419	-1.943	-0.432	0.041	-0.165	1.249	-0.208	0.431	-0.07	-0.021	0.226	0.094	1.487	1.78	0.896	0.334	1.393	1.06	1.189	0.079
NPPB	0.093	-0.582	0.51	-1.557	-0.415	-0.306	2.759	-0.892	1.047	-1.113	3.544	0.748	-1.183	-0.675	-0.618	-0.042	0.059	0.138	1.362	-0.297
NPR1	-1.134	-3.504	-1.971	0.107	-1.341	-1.292	-1.531	-0.718	-2.813	-3.302	-3.678	-3.137	-2.086	-3.342	-2.444	-2.038	-0.483	-1.982	-2.056	-2.935
NPR2	1.557	-1.624	4.175	-3.498	2.796	0.963	-1.847	-0.699	1.587	-0.79	1.211	-2.109	0.103	0.406	-1.102	2.679	2.777	-0.164	1.061	-0.35
NPR3	2.48	2.811	3.047	2.414	1.958	1.076	0.508	0.768	2.041	1.283	1.519	2.333	1.298	0.75	0.768	1.371	1.293	0.865	1.418	1.007
NPRL2	1.606	1.449	1.565	1.609	1.21	3.017	1.072	1.547	1.37	1.555	1.448	0.624	2.734	1.223	1.05	2.121	2.873	1.561	1.25	1.491
NPRL3	3.159	1.532	1.241	0.329	-0.226	-3.347	NA	-1.885	2.175	0.045	-3.456	-1.357	-2.118	-2.524	-2.283	-2.086	-4.133	-3.321	-2.002	-1.869
NPTN	0.472	-0.71	0.887	-0.426	NA	0.363	3.919	-0.349	-0.136	-0.011	2.241	0.058	-0.819	0.267	-1.009	NA	-1.118	0.027	-1.863	-0.282
NPTX1	-4.67	-5.582	-4.048	-6.526	-5.908	-3.792	-1.796	-3.724	-2.867	-6.972	-6.194	-8.204	-7.847	-7.423	-7.29	-6.042	-7.17	-7.272	-5.544	-6.598
NPTX2	-2.162	-2.656	-2.441	-4.066	-2.223	-2.005	1.792	-1.222	-3.373	-1.262	-3.164	-2.391	-1.596	-1.664	-1.124	-1.872	-2.197	-2.354	-2.614	-2.789
NPTXR	-1.214	-0.018	-0.472	-1.203	-0.761	-1.764	0.344	1.349	-1.997	-1.804	-6.519	-2.86	-3.108	-3.528	-2.632	-2.447	-2.681	-2.439	-0.906	-1.786
NPW	1.84	0.187	2.94	-0.852	-2.719	-0.082	NA	-2.662	NA	1.47	0.435	-1.5	0.728	1.111	0.741	1.492	0.749	0.123	0.008	1.122
NPY	1.706	2.183	2.554	NA	3.989	4.929	-4.322	-0.307	-0.962	2.471	NA	NA	3.187	1.497	2.499	0.907	2.931	1.381	0.396	2.443
NPY1R	0.326	-1.914	-0.936	-0.442	-2.394	-0.131	0.336	0.21	-1.096	-1.273	-1.331	-1.188	-2.045	-2.463	-2.837	-2.005	-4.319	-2.846	-0.826	-3.339
NQO1	0.481	4.117	1.12	0.251	4.002	0.338	NA	-0.495	0.181	3.302	NA	NA	3.503	1.646	1.815	5.059	NA	3.231	2.641	-0.006
NQO2	NA	NA	NA	4.691	NA	NA	9.276	-1.171	NA	2.029	NA	NA	1.508	1.826	4.575	NA	-0.234	1.116	1.846	1.205
NR0B1	-0.873	-1.941	1.114	-0.466	-0.714	-0.802	1.72	0.799	-2.036	-0.863	0.609	0.396	-1.303	-0.965	-0.266	-1.829	-1.609	-0.465	0.632	-1.253
NR0B2	-1.047	NA	-1.732	-1.948	-0.386	-2.473	-7.434	0.892	-3.74	-2.908	NA	-5.488	-3.233	-4.164	-2.728	-0.99	-2.545	-2.955	-8.253	-2.635
NR1D1	-1.724	-0.051	1.419	1.305	-1.434	-3.662	-1.824	-0.793	-0.877	-2.081	-3.274	-1.711	-1.877	-2.046	-1.917	-2.952	-1.792	-3.023	-0.249	-1.392
NR1D2	0.453	-0.318	0.035	0.525	1.332	0.52	NA	0.642	-0.607	0.503	0.798	-0.057	0.982	0.593	0.12	0.013	-0.496	1.702	0.873	0.819
NR1H2	0.357	-0.545	-0.512	-1.246	1.563	-0.689	-0.134	-0.772	-0.252	0.831	-0.408	0.819	0.036	0.538	0.54	-0.398	-0.235	0.206	-0.215	0.898
NR1H3	-1.458	0.467	-0.107	-1.529	1.704	-0.898	2.505	-0.185	-0.24	0.218	0.133	-0.119	-1.186	-0.057	-0.102	0.4	0.422	0.179	0.255	-0.916
NR1H4	-1.269	-0.651	-0.028	2.284	0.084	-1.776	NA	-1.253	0.867	-1.859	-2.383	NA	-2.637	-1.755	-2.272	-0.374	-2.224	-2.068	-1.986	-1.688
NR1I3	-1.306	-0.77	-0.747	2.398	-0.227	NA	3.798	3.962	-1.274	-1.38	-0.257	-0.723	0.095	-0.078	-0.932	1.668	-0.115	-0.544	-0.937	-0.481
NR2C1	-1.258	-1.774	-1.762	-2.276	-2.114	-0.434	1.503	-1.567	-3.131	-1.513	-1.733	-2.376	-0.91	-1.342	-1.496	-1.133	-0.494	-0.709	-1.964	-1.409
NR2C2	-1.308	-1.552	0.095	-1.598	-1.33	-1.041	-3.942	-0.646	-1.948	-0.808	-0.484	-1.219	-0.769	-0.505	-0.921	-1.525	-0.993	-1.337	-1.086	-0.904
NR2F1	-3.896	-1.869	-2.332	0.405	-1.474	-2.055	NA	-2.039	-1.914	-3.153	-3.712	-2.873	-3.283	-3.746	-4.642	-2.383	-1.965	-3.738	-3.012	-5.034
NR2F2	-1.287	0.833	0.26	-1.588	-1.645	-2.044	NA	-2.007	-3.536	-3.777	-2.187	2.278	-3.441	-7.464	-4.733	-3.537	-4.644	-2.73	-2.326	-5.05
NR2F6	-4.752	-4.101	-4.639	-5.848	-5.785	-5.954	0.06	-4.609	-4.891	-5.583	-5.598	-5.574	-6.186	-6.395	-6.396	-6.619	-6.352	-6.062	-5.111	-5.342
NR3C1	1.353	1.888	2.102	0.038	0.106	-0.403	-1.686	-0.881	0.982	-0.058	0.565	0.194	-0.602	-1.797	-0.719	0.262	-0.265	-0.694	-0.381	0.521
NR3C2	-3.133	-1.16	-2.212	-1.032	-0.507	-1.818	-2.48	-0.909	-2.249	-1.574	-0.73	-2.212	-1.384	-1.083	-1.691	-2.181	-1.821	-0.822	-1.551	-1.091
NR4A1	-3.815	-3.655	-4.796	-3.036	-3.014	-3.005	NA	0.242	-2.996	-3.244	-3.605	-2.931	-3.891	-3.024	-2.984	-1.608	-3.416	-2.771	-3.118	-3.456
NR4A2	-3.389	0.275	1.79	-1.797	-3.019	-2.471	NA	-2.555	1.848	-2.527	-0.97	-1.326	-2.447	-1.992	-2.497	-0.758	-2.42	-2.265	-4.561	-2.277
NR4A3	1.38	-0.303	0.137	-1.343	0.107	-0.504	NA	-1.268	-1.487	-0.715	3.01	NA	-0.834	-1.399	-1.146	0.052	1.65	-1.17	NA	-1.297
NR5A2	-0.084	-0.659	NA	1.986	0.079	0.527	NA	-0.1	NA	NA	NA	1.223	-0.732	-1.828	-2.772	-4.214	-5.193	-0.459	0.415	-1.209
NR6A1	-0.13	-3.297	0.31	NA	-0.479	-0.274	NA	0.185	0.322	0.019	0.906	-2.239	-0.07	0.428	0.319	1.134	-0.552	-0.791	NA	-0.444
NRAP	-3.521	-3.021	-4.116	-3.51	-5.369	-4.384	NA	-3.029	-5.186	-3.961	-3.759	-5.265	-5.018	-4.281	-4.348	-4.145	-8.138	-4.154	-4.587	-3.717
NRAS	0.843	0.996	0.01	0.459	-0.082	1.728	-0.327	2.115	0.127	0.524	0.415	-0.163	2.063	1.458	0.769	0.86	1.909	2.067	0.878	0.628
NRBF2	2.621	2.598	2.918	0.994	1.628	1.07	-2.539	1.25	1.786	1.376	2.495	1.17	1.457	2.22	1.072	0.632	0.51	1.148	3.261	3.002
NRBP1	-1.185	-0.8	-1.091	-1.358	-1.043	-2.103	0.332	-1.851	-1.182	-1.148	-1.791	-1.375	-2.187	-1.84	-1.543	-2.413	-2.095	-2.169	-1.209	-1.367
NRBP2	-2.31	-3.021	-3.107	-3.804	-4.128	-3.074	-0.155	-2.927	-3.932	-4.338	-3.417	-3.527	-3.917	-3.532	-4.596	-3.807	-2.985	-3.985	-3.497	-3.013
NRCAM	-0.352	0.778	0.832	0.337	-0.004	-0.932	1.094	0.11	1.761	-0.046	-0.35	-0.731	-1.559	-1.272	-1.097	-1.093	-0.696	-2.189	-0.057	-1.521
NRF1	2.059	1.986	1.078	3.018	1.566	1.232	-0.769	1.391	2.282	1.113	1.403	1.86	1.711	1.045	0.896	1.84	1.179	0.792	1.477	1.494
NRG1	-0.167	0.271	1.977	1.84	-3.073	0.797	NA	-1.951	1.364	0.076	3.907	0.08	1.263	0.706	-0.77	2.151	1.669	0.847	2.283	0.351
NRG2	-1.525	-3.168	-0.195	-0.675	-1.11	-0.847	-0.961	-0.496	-3.173	-1.565	-1.265	-0.803	-2.37	-2.267	-2.447	-1.921	-2.173	-1.589	-2.363	-2.027
NRG3	1.178	-1.199	3.505	0.304	2.21	-1.3	-2.575	1.151	1.207	-1.494	1.304	-1.801	0.422	0.388	-0.866	2.199	-1.1	0.415	0.318	-0.653
NRGN	4.02	1.456	3.248	0.782	3.028	2.15	-0.876	-0.566	3.614	0.944	1.571	3.347	-0.616	0.378	2.361	-0.156	0.116	-0.893	0.179	2.631
NRIP1	0.507	0.692	1.526	0.264	-0.053	0.759	1.066	1.358	-0.39	0.46	1.407	-1.173	0.853	-0.241	0.463	0.459	1.13	2.305	1.349	0.861
NRK	-0.857	-1.944	-1.488	-1.34	-3.94	-0.818	NA	-2.039	NA	-1.912	-0.998	0.146	0.729	-0.856	-1.356	NA	-1.122	-1.278	-1.87	-2.072
NRL	-1.453	-0.373	7.945	-1.029	-0.968	-1.816	2.912	-2.024	-0.3	1.46	0.771	0.232	0.179	1.32	1.201	3.026	-0.163	0.15	4.029	0.529
NRN1	-6.039	-4.303	-3.623	-4.351	-3.858	-3.886	-2.513	-2.821	-5.658	-5.964	-1.612	-4.214	-6.133	-3.869	-5.335	-5.025	-6.246	-4.623	-6.246	-4.922
NRP1	NA	NA	4.843	NA	3.682	NA	NA	NA	1.704	NA	NA	NA	0.993	NA	2.649	NA	4.646	0.737	4.389	2.052
NRP2	-1.706	-2.597	NA	-1.593	0.351	-1.465	-1.129	-1.168	2.01	-2.403	-2.326	-7.827	-0.319	-1.725	-2.261	-1.725	-1.718	-1.789	-2.296	-2.117
NRSN1	-1.528	0.358	0.414	1.972	1.16	-0.227	NA	-1.317	0.921	0.024	-0.538	NA	0.453	1.536	0.498	0.757	0.649	0.075	-0.368	0.29
NRSN2	0.63	0.417	-0.265	0.858	-0.062	0.393	-0.71	0.052	0.714	-0.222	-0.518	0.362	-0.348	0.022	-0.644	-0.069	0.379	0.158	0.044	-0.588
NRTN	-3.509	-1.684	-4.162	-5.892	-4.451	-1.212	-0.298	1.666	NA	-1.834	-2.45	-1.674	-1.926	-1.495	-1.31	-2.328	1.316	-1.272	1.552	-1.063
NRXN1	-2.625	-1.347	-0.929	0.16	-1.459	-1.566	6.346	-3.728	NA	-0.288	-0.594	-2.017	-0.978	-1.767	-0.922	-1.16	-0.914	-0.928	NA	-1.472
NRXN2	-0.361	-2.902	-1.525	-0.464	-2.227	-0.8	0.547	-1.794	-0.569	-1.521	-1.124	-4.281	-1.516	-0.593	-1.306	0.497	-0.955	-0.615	-1.243	-1.462
NRXN3	-0.637	NA	-0.559	0	-0.198	-1.524	6.656	-0.801	-0.95	0.477	0.144	1.855	-0.868	0.152	-0.465	0.162	-1.723	-0.911	NA	-0.793
NSA2	-0.705	-1.085	-0.963	-0.497	-0.96	0.301	-0.816	-0.244	-0.084	-0.415	-0.099	-0.629	0.097	0.998	-0.412	-0.979	0.326	-0.588	0.289	-1.092
NSD1	-0.729	-0.757	-0.99	0.585	-0.615	-0.055	-1.568	-0.114	0.05	-0.724	-1.405	-0.355	-0.723	-0.519	-0.365	-0.242	0.151	-0.968	-0.453	-0.665
NSDHL	-1.699	-1.08	-0.805	-1.208	-0.82	-1.623	1.307	-0.177	-0.706	-0.104	-0.428	-0.339	-1.206	-0.111	0.203	-1.335	-1.292	-1.625	-0.766	-0.366
NSF	-0.058	-0.288	-0.236	-0.198	0.724	0.288	-0.593	-0.285	-0.716	-0.002	-1.924	-0.673	0.376	0.666	-0.097	-0.073	-1.337	-0.096	2.465	-0.528
NSL1	2.816	2.733	2.096	1.902	2.284	2.307	0.623	2.259	2.058	1.595	2.383	1.384	1.742	2.214	1.136	2.168	1.909	2.389	2.583	1.873
NSMAF	-0.791	-0.208	-0.868	0.322	0.651	0.891	5.012	-1.111	-1.53	-0.592	-0.703	-1.119	-0.874	-1.296	-0.719	0.207	0.065	0.423	0.26	-0.318
NSRP1	-1.473	-2.807	-1.497	-2.027	-1.843	-1.191	-1.627	-0.831	-0.812	-1.284	-1.71	-0.914	-1.374	-0.942	-0.978	-1.076	-1.026	-1.166	-0.95	-1.282
NSUN2	-1.589	-0.349	-0.085	-0.008	0.773	-0.477	-4.386	-0.85	0.185	-0.689	-1.856	-1.126	-0.189	0.001	-0.227	-1.278	-0.22	-0.652	0.072	-0.654
NSUN3	1.626	1.709	1.714	1.206	0.12	0.583	2.556	-0.195	1.244	0.145	0.246	0.513	-0.154	0.493	0.221	0.453	-0.021	0.472	0.058	1.626
NSUN4	3.144	-0.369	-0.695	-1.26	NA	0.328	1.365	1.323	-0.256	-0.141	2.127	NA	0.064	-0.028	-0.749	2.42	-0.32	1.625	NA	1.935
NSUN7	0.964	-1.402	0.819	1.742	2.065	-2.115	-2.939	2.279	2.479	0.073	NA	-5.165	-0.204	-0.246	-0.683	-0.705	1.543	-0.279	0.348	-0.505
NT5C2	0.803	-0.625	0.832	0.507	1.518	1.81	0.186	1.753	1.084	1.61	1.801	0.98	1.26	2.363	2.566	1.391	1.561	2.062	1.44	1.191
NT5DC1	-0.922	-0.713	-0.867	-2.064	-2.343	0.056	-1.454	0.62	-1.134	-0.718	-1.847	-1.673	0.512	0.024	0.346	-0.301	0.129	-0.397	-0.804	-0.339
NT5DC2	-5.316	-5.237	-4.498	-5.111	-3.615	-2.614	-2.153	-2.705	-4.69	-3.163	-4.301	-3.263	-3.077	-2.263	-1.347	-2.455	-2.448	-4.399	-3.643	-4.048
NT5E	-1.548	-2.811	-1.067	-1.822	-2.121	-0.976	-4.184	3.207	-1.984	-2.232	-1.856	-2.069	-0.193	-1.403	-1.632	-1.916	-0.489	-0.495	-2.42	-1.271
NT5M	2.355	-0.177	-0.117	2.33	0.948	0.441	-0.907	-0.463	0.378	-0.442	-0.581	0.567	-0.69	-0.878	-0.195	0.889	-1.236	-0.309	-0.426	0.686
NTHL1	0.265	0.684	-0.591	2.057	0.228	-0.21	8.252	0.265	-0.008	0.243	-1.283	-0.356	-0.718	0.282	0.651	-0.754	-0.968	-0.66	-0.908	-0.124
NTM	0.216	-0.282	0.543	-0.192	1.407	2.828	2.056	2.98	2.116	2.319	2.437	3.143	2.616	2.899	2.067	1.294	1.531	2.283	4.287	1.357
NTN4	-3.702	-4.33	-3.851	-2.991	-3.309	-3.929	-1.72	-4.78	-4.72	-4.721	-4.918	-6.921	-5.314	-4.224	-4.78	NA	-7.275	-4.224	-4.765	-5.216
NTNG1	-2.11	-0.202	-1.083	0.163	-2.789	-1.395	1.55	0.157	-2.848	-1.051	-3.233	-1.787	-1.789	-0.706	-1.276	-0.902	-4.173	-1.466	-3.443	-0.938
NTRK2	-0.284	-0.541	2.932	1.361	-0.107	1.045	0.958	0.212	-0.458	0.013	0.25	-1.322	-0.249	-0.003	0.198	0.615	0.151	0.254	-1.856	-0.151
NTRK3	1.784	NA	2.251	-2.093	-1.822	1.107	2.906	1.553	-0.034	1.753	0.875	3.19	1.866	1.387	0.997	3.628	2.251	1.185	0.644	1.043
NUAK1	-1.195	-0.596	-1.677	-0.223	-2.164	-0.662	-7.767	-1.219	-1.654	-2.085	-1.949	0.702	-1.711	-1.34	-1.464	-0.516	-3.318	-1.629	-1.474	-1.868
NUB1	1.472	0.179	0.488	-0.495	0.176	-0.876	-0.282	0.699	-0.327	0.963	1.316	0.303	-0.239	0.474	0.59	-0.676	-0.61	0.131	1.898	0.368
NUBP1	0.572	0.782	0.498	-0.571	-0.01	0.712	-0.887	1.976	0.479	1.753	1	1.271	1.926	1.379	2.706	1.007	0.791	1.06	1.21	1.709
NUBP2	-0.749	-0.975	-0.625	-1.9	-0.694	-1.032	-0.354	-0.712	-1.677	-0.572	-0.962	-1.053	-1.164	-0.799	-0.288	-1.072	-1.447	-1.356	-1.329	-0.701
NUCB1	-0.563	-0.775	-2.395	-1.962	-0.937	-1.704	NA	-1.969	-4.63	-2.349	-3.188	-2.396	-2.204	-2.017	-1.391	-0.212	-1.49	-2.269	-2.085	-2.592
NUCB2	-3.023	-1.475	-1.866	-3.058	-1.457	1.065	0.171	0.79	-1.647	-1.962	-0.929	-2.072	0.685	0.909	-0.938	-0.473	0.352	0.029	0.084	-1.973
NUCKS1	1.929	2.205	2.897	-0.36	2.077	-0.534	-1.912	0.168	0.86	0.712	2.062	0.875	-1.036	-0.658	0.219	-0.874	-0.963	-0.684	1.428	0.047
NUDCD1	-1.747	-3.438	-2.252	-1.282	-0.725	0.065	-0.441	1.337	-3.336	-1.363	-1.2	-2.918	1.314	0.78	0.072	-1.181	0.944	1.486	0.12	-1.77
NUDCD2	-1.923	-1.819	-3.107	-2.437	-1.614	0.627	-1.472	0.218	-2.404	-0.848	-0.261	-2.312	1.399	0.786	-0.303	-0.347	0.428	0.943	-0.251	-1.23
NUDCD3	0.133	0.391	0.098	1.158	0.525	-0.231	-0.404	-0.327	0.003	0.146	-0.483	0.524	-0.893	-0.753	-0.505	0.344	-0.424	-1.415	-0.699	-0.631
