Symbol	GSM998327	GSM998335	GSM998346	GSM998318	GSM998319	GSM998320	GSM998322	GSM998324	GSM998325	GSM998326	GSM998328	GSM998331	GSM998332	GSM998333	GSM998336	GSM998337	GSM998340	GSM998342	GSM998345	GSM998348
DTX1	NA	NA	NA	NA	4.293	5.207	NA	NA	3.41	NA	NA	NA	2.255	3.296	4.21	NA	NA	1.239	NA	4.199
DTX3L	2.523	1.613	2.393	1.442	2.812	0.802	-3.428	0.853	1.933	2.016	2.672	1.628	0.507	0.539	0.846	1.022	0.705	1.459	2.521	1.489
DTX4	0.478	0.798	-1.76	-2.894	1.246	0.507	NA	-1.38	-0.608	0.201	0.721	0.466	-0.456	0.669	0.689	2.86	0.194	-1.543	-1.37	-0.273
DTYMK	1.536	0.087	-3.661	0.889	0.181	3.376	NA	NA	1.135	1.607	0.468	-1.836	0.833	0.224	0.116	4.143	-0.676	1.321	0.447	-0.162
DUS1L	-1.482	-1.894	-1.629	-2.806	-2	-1.719	-0.641	-0.846	-1.773	-0.791	-1.339	-1.467	-1.092	-0.725	-0.601	-1.674	-0.95	-1.602	-1.456	-1.531
DUS3L	-3.139	-2.285	-2.53	-2.577	-2.741	-2.425	-1.664	-2.224	-3.159	-2.207	-2.624	-1.539	-2.393	-1.915	-1.9	-2.977	-2.59	-3.015	-2.522	-1.766
DUSP1	2.122	2.05	3.523	0.059	2.168	-1.015	-6.518	0.222	0.873	0.5	1.729	-0.475	-0.647	-0.42	-0.736	-1.073	-2.094	0.213	2.375	0.61
DUSP10	-2.206	-2.611	-3.171	-1.869	-1.616	-2.099	-1.893	-2.418	-1.897	-2.57	-2.346	NA	-2.087	-1.523	-2.102	-1.618	-5.745	-2.363	-2.188	-1.636
DUSP12	0.899	0.221	0.169	0.853	1.233	1.18	-1.621	0.458	1.534	0.414	0.308	1.284	0.457	1.377	0.745	-1	1.941	-0.133	0.743	1.012
DUSP14	-1.934	-1.724	-2.359	0.393	-2.32	-1.479	-2.587	-0.112	-1.245	-1.651	-2.15	-1.684	-2.343	-2.115	-1.775	-1.726	-3.24	-2.557	-2.361	-1.909
DUSP16	-1.022	0.067	-0.065	-0.028	-0.528	-0.04	5.509	-0.041	-0.817	-0.161	0.564	0.47	0.07	1.535	0.216	0.29	-0.3	-0.429	0.4	0.764
DUSP2	1.693	NA	1.183	-1.265	-0.284	1.545	5.706	2.291	1.395	0.523	1.34	-0.115	0.097	0.583	-0.779	9.174	-1.248	0.072	2.1	-0.528
DUSP28	4.054	-0.554	-1.908	0.647	2.496	-0.195	2.037	2.185	0.422	0.305	-0.74	0.822	-0.237	-0.686	-0.334	0.439	-1.629	0.509	-0.292	0.108
DUSP3	0.487	1.79	1.055	3.86	2.097	0.816	-1.272	-0.489	1.473	0.072	0.578	1.327	-0.349	-1.362	-0.578	0.891	0.456	-0.487	0.152	-0.553
DUSP4	-1.594	-3.87	-1.183	-2.607	-1.389	-1.819	-1.797	0.176	-1.209	-2.755	-3.628	-2.679	-0.92	-2.141	-1.005	-0.794	-1.367	-0.676	-2.781	-0.959
DUSP5	0.176	-1.015	-1.238	-0.849	0.904	1.621	1.184	3.351	-0.341	2.693	0.075	-1.225	3.01	2.713	2.777	2.537	2.795	0.45	2.688	0.166
DUSP6	4.337	5.207	5.52	3.021	2.718	1.347	-3.955	1.737	2.051	2.812	3.111	3.338	2.498	1.88	2.998	2.24	2.62	3.724	4.469	4.318
DUSP7	3.486	2.49	2.66	2.428	4.03	3.069	0.413	2.936	3.557	4.06	4.093	2.984	3.035	3.853	3.645	3.133	2.945	3.232	4.598	2.946
DUSP8	-0.062	0.768	-0.249	0.096	-2.254	0.094	-0.94	-0.341	-0.326	0.693	-0.09	-1.446	-0.627	-0.568	0.661	0.488	NA	-0.308	-0.656	0.073
DUT	-0.681	-1.344	-0.632	-1.73	0.18	-0.563	1.905	1.395	-2.013	-0.501	-0.129	-0.965	-0.478	0.974	1.101	0.567	0.952	0.309	0.578	0.618
DVL1	1.583	NA	NA	NA	NA	2.09	NA	NA	NA	3.424	NA	NA	5.642	1.846	5.17	NA	NA	0.741	NA	2.036
DVL2	-2.861	-0.6	-0.945	-2.999	-0.687	-0.276	-3.088	-0.186	-0.918	0.083	-0.568	-0.612	0.538	0.291	0.687	0.21	-0.228	-0.224	0.062	0.256
DVL3	3.087	NA	3.89	0.175	4.053	4.16	2.729	-0.748	NA	4.087	NA	NA	NA	4.573	2.49	5.491	NA	3.322	2.755	2.996
DYM	-0.753	1.351	1.095	3.059	-0.896	0.259	1.201	1.937	0.424	-0.133	-0.638	0.5	-0.068	0.56	0.49	0.227	0.317	-1.114	-0.465	0.075
DYNC1H1	0.226	0.881	2.03	1.362	1.79	0.27	-2.317	0.103	1.096	0.427	0.887	0.616	-0.688	-0.312	1.198	0.37	1.452	0.144	1.316	2.233
DYNC1I1	-1.369	-3.338	-3.73	-1.121	-0.828	-1.025	NA	2.027	-3.663	-2.253	-0.492	-0.525	-2.09	-0.474	-1.754	NA	2.479	-1.674	-1.723	-0.602
DYNC1I2	-1.15	-0.48	-1.614	-0.667	-0.95	-0.153	NA	-0.26	-1.276	-0.342	-0.322	-1.574	0.975	0.124	0.137	0.167	0.621	1.049	-0.381	-0.229
DYNC1LI1	-0.294	0.486	0.182	-1.424	-0.673	-1.056	0.171	-0.773	-0.989	-0.764	-0.659	-1.437	-0.369	0.141	-0.385	-1.243	-0.35	0.344	0.211	0.513
DYNC1LI2	-0.253	NA	2.526	-1.733	NA	1.63	NA	2.14	NA	-0.517	0.937	NA	-0.47	-0.567	0.732	1.992	0.196	-1.39	-0.678	-0.675
DYNC2LI1	0.586	-0.098	-0.471	1.829	0.899	0.757	NA	0.205	0.788	-0.725	-0.712	0.003	0.433	-0.262	-0.842	0.763	1.2	0.573	0.561	-1.12
DYNLL1	1.592	0.335	-0.176	-0.253	0.364	0.905	-0.867	1.17	0.429	0.106	-0.003	0.414	0.409	0.769	0.62	0.758	0.461	0.461	0.634	0.808
DYNLL2	1.185	1.818	1.482	-0.411	0.463	0.216	-3.381	0.019	1.718	1.206	1.452	1.336	0.161	0.579	0.697	0.949	0.21	-0.194	1.128	1.538
DYNLRB2	-0.268	0.366	0.186	-0.198	0.345	-0.153	0.55	1.971	1.3	0.579	-0.078	NA	0.213	0.028	-0.705	1.048	0.383	-0.454	0.621	-0.211
DYNLT1	3.102	0.414	2.428	1.339	4.468	2.739	2.025	3.142	1.945	3.62	4.463	2.329	3.264	2.258	3.631	3.687	2.312	5.218	4.369	1.925
DYNLT3	0.564	-0.825	0.634	0.293	3.32	0.48	1.883	-0.123	-0.937	-0.583	0.276	-1.88	0.008	0.02	-0.596	-0.546	-0.298	0.599	0.807	-1.111
DYRK1A	2.417	3.122	3.018	2.183	1.671	2.798	-3.236	2.473	1.062	1.998	2.674	1.251	1.263	2.484	2.197	2.193	2.531	3.803	2.997	2.971
DYRK2	4.876	3.082	4.796	3.437	2.238	3.764	-0.699	1.634	3.086	3.252	2.911	3.508	2.122	2.05	2.782	3.345	3.022	3.906	2.723	4.463
DYRK3	-2.328	-1.631	-2.175	1.051	NA	-0.989	-1.035	-0.088	-1.311	0.022	NA	-1.144	-0.782	-0.655	-0.256	-0.002	1.363	-0.976	-0.636	-1.988
DYRK4	-0.208	-0.573	0.721	-0.762	2.817	2.365	-3.343	2.487	-1.327	2.327	1.082	0.114	1.971	2.67	2.974	3.399	2.475	2.965	1.777	1.043
DYSF	3.308	2.464	3.2	1.909	4.861	1.159	-0.714	1.601	3.974	4.829	5.063	4.517	1.976	3.072	3.036	2.933	1.088	2.966	4.721	2.88
DZIP1	-2.293	-0.163	-2.769	-2.952	-1.877	-1.498	-1.372	-1.903	-2.149	-1.995	-2.158	-1.774	-2.349	-2.201	-2.648	-2.786	0.492	-2.168	-1.447	-2.927
DZIP3	2.248	1.217	0.389	-3.375	0.16	0.28	2.813	0.52	0.098	1.43	2.125	0.294	2.185	0.873	0.72	1.154	1.644	1.786	1.783	1.066
E2F1	-1.37	-0.073	-3.257	1.88	0.733	1.322	-1.522	-0.672	0.038	-0.336	-1.137	0.254	0.589	-0.61	-1.068	0.338	1.025	-1.09	-0.103	2.636
E2F3	-0.794	-0.636	-0.739	-1.232	-1.585	-0.754	0.522	-0.954	-1.364	-2.022	-0.224	-1.492	-1.046	-0.497	-1.081	-0.872	-1.273	-0.81	0.105	-0.937
E2F4	-2.143	-2.261	-2.286	-2.073	-1.65	-2.634	-0.81	-2.585	-2.346	-2.511	-2.782	-1.924	-2.629	-2.356	-2.187	-2.187	-3.461	-2.978	-2.736	-2.163
E2F5	-2.57	0.245	-3.028	0.102	-0.946	2.926	10.036	0.217	1.082	0.302	0.385	0.494	1.439	1.232	1.555	1.092	1.129	0.503	1.694	1.185
E4F1	0.771	-1.787	1.245	-2.215	2.35	0.022	9.229	-1.049	-0.242	-0.546	1.47	-0.847	-0.633	0.525	-0.209	NA	0.397	-0.572	-0.66	-0.407
EAF1	-0.149	0.3	0.003	0.475	-0.05	-0.519	2.961	-0.694	-0.093	0.016	0.852	0.613	-0.678	-0.513	0.027	1.525	-0.15	0.562	-2.116	-0.177
EARS2	-1.863	-1.478	-2.809	-3.233	-2.308	-1.323	1.315	-0.765	-0.629	-1.8	-1.924	-1.093	-1.331	-1.685	-1.568	-2.112	-1.504	-3.336	-1.8	-1.756
EBAG9	0.669	0.36	-0.376	-1.174	-0.832	-0.905	NA	-0.822	NA	-1.364	-0.743	0.187	-0.297	-1.019	-1.454	-1.402	0.121	0.006	0.429	-0.408
EBF1	1.485	1.797	1.177	NA	-5.725	1.698	0.146	-0.801	1.468	1.388	1.474	3.678	1.967	0.944	0.491	2.418	0.045	1.866	0.751	1.629
EBF3	2.058	NA	NA	NA	3.651	3.121	9.814	1.275	3.804	1.285	3.447	NA	1.404	1.838	NA	9.644	NA	2.999	NA	0.783
EBI3	NA	-2.287	-1.86	-2.174	1.58	-1.139	NA	-0.209	-0.763	-0.066	0.799	-1.11	0.122	-0.745	0.587	-1.005	-0.714	-0.773	1.663	-0.381
EBLN2	-3.01	-1.781	-2.53	-1.698	-3.05	-2	1.3	-0.141	-1.962	-1.972	-2.619	-1.512	-1.844	-1.87	-1.611	-2.227	-1.565	-2.777	-2.393	-2.101
EBNA1BP2	-2.197	-3.078	-2.832	-2.901	-2.996	-2.036	1.128	-2.048	-2.192	-2.054	-2.166	-3.141	-1.557	-0.442	-1.343	-1.11	-1.261	-2.032	-1.747	-2
EBP	-1.53	-0.688	-1.722	-1.716	-0.35	-0.788	1.136	0.353	-0.579	-0.028	-0.81	-0.793	0.137	1.03	1.475	-0.346	0.334	-0.933	-0.718	-0.203
EBPL	-2.955	-2.697	-3.552	-3.59	-2.76	-2.151	-1.791	-1.449	-4.257	-2.082	-2.899	-3.19	-1.657	-1.128	-2.017	-1.975	-1.627	-2.33	-3.163	-1.919
ECD	-1.631	-2.211	-0.318	-3.278	-2.57	-2.328	0.052	-1.213	-1.516	-2.177	-1.728	-0.979	-1.918	-1.448	-1.583	-1.005	-1.515	-2.391	-2.325	-1.821
ECE1	-0.808	-1.02	-0.136	1.367	-0.117	-0.053	-3.945	-0.538	0.289	0.232	0.429	NA	-1.318	0.028	-0.222	-0.103	-1.269	-1.369	0.004	-0.741
ECE2	-0.207	1.664	0.713	-0.723	-0.499	-0.297	-3.5	0.189	-0.203	0.195	0.692	0.249	1.594	0.937	0.602	-0.106	0.562	1.408	1.611	1.592
ECEL1	-2.706	-1.315	-2.374	NA	-2.727	-0.987	4.107	-1.47	NA	-1.499	-2.271	-0.872	-0.62	-1.391	-1.268	0.443	0.061	-1.499	-0.491	-0.892
ECH1	-1.103	-1.359	-1.526	-1.406	-0.822	-0.876	-1.925	0.125	-0.617	0.511	-1.156	-0.041	-0.241	0.273	1.235	-0.449	-1.161	-1.479	-0.379	-0.125
ECHDC1	-0.476	-0.687	-0.127	-0.367	-1.119	0.524	2.699	-0.015	-0.461	-0.725	-0.053	-0.94	-0.164	-1.053	-0.804	-0.248	0.683	0.399	0.131	-0.925
ECHDC2	-1.236	-0.109	1.152	1.543	-0.825	0.528	1.539	-0.226	-1.8	-2.24	-0.728	-2.228	-0.379	-0.868	-0.299	-0.922	-0.971	-0.37	-1.92	-0.736
ECHS1	-2.667	-2.31	-2.774	-3.059	-2.29	-2.42	-0.429	-1.191	-1.714	-0.93	-2.204	-1.493	-1.815	-0.798	-0.415	-1.109	-2.132	-2.85	-1.693	-1.637
ECI1	-1.063	-0.069	-1.486	0.254	-0.877	-0.581	0.233	0.072	-1.099	-0.301	-1.563	-0.49	-0.485	-0.23	-0.199	-0.911	-1.283	-0.544	-0.151	-0.663
ECI2	-1.158	-1.213	-1.852	-2.336	-1.532	-1.174	-1.055	-0.994	-1.732	-1.163	-1.682	-0.938	-0.903	-0.038	-0.05	-1.115	-1.448	-2.477	-1.221	-0.409
ECM1	-2.64	-3.006	-1.92	-1.746	-2.94	-2.373	0.51	-0.617	-0.499	-2.894	-2.535	-3.131	-4.052	-3.309	-3.784	-3.671	-3.823	-3.706	-3.142	-3.546
ECM2	NA	1.081	-1.956	-1.899	0.697	0.61	0.043	-2.908	-1.412	1.149	NA	1.014	0.054	-0.432	-0.217	2.372	-3.787	-0.19	-2.83	-0.57
EDA	-1.776	0.424	-1.886	1.375	0.064	0.565	0.249	-1.063	1.144	-0.584	-0.419	0.233	-1.36	-0.236	-1.096	-0.38	-0.293	-0.981	-3.098	-0.397
EDC3	-2.983	-1.526	-1.192	-0.088	-1.239	-1.405	-5.073	0.474	-0.198	-0.301	-0.907	-0.586	-1.184	-0.91	-0.241	-1.524	-0.772	-2.148	1.014	-0.967
EDC4	-2.06	-2.424	-2.052	-2.422	-2.045	-2.229	-2.441	-0.619	-2.679	-1.524	-2.365	-1.451	-2.353	-2.082	-1.512	-2.498	-2.888	-2.198	-1.899	-1.809
EDDM3A	2.099	0.461	-0.103	1.349	0.112	0.094	0.719	0.385	0.108	0.673	-0.359	0.449	0.089	0.516	-0.544	1.646	0.657	0.055	0.71	0.391
EDEM1	0.808	0.901	0.78	0.281	0.9	0.55	-0.37	2.65	0.876	1.715	0.632	1.064	2.232	1.616	1.812	1.374	1.848	0.675	2.258	1.901
EDEM2	-1.546	-0.987	-0.801	0.113	-1.451	-1.431	2.74	-1.421	-0.855	-0.596	-0.287	0.318	-0.35	-0.011	-0.259	1.203	0.703	-0.035	-0.259	-0.119
EDEM3	-1.03	-2.28	-0.16	-1.17	-1.03	0.364	4.212	-0.973	0.406	-0.17	0.565	-1.64	0.294	-0.116	0.731	NA	-0.128	0.829	-1.242	-0.583
EDF1	0.091	0.982	1.331	0.975	1.512	1.652	1.213	1.506	0.704	1.804	0.349	1.425	0.486	1.23	1.49	1.419	1.184	0.722	0.875	1.248
EDIL3	1.685	-0.307	4.115	NA	0.899	0.394	NA	1.534	-0.394	-1.23	-0.67	NA	0.201	-0.962	-1.438	0.861	-1.009	-1.053	0.921	-0.77
EDN1	-3.59	-0.811	0.309	1.277	-1.398	0.785	NA	0.017	0.169	-0.266	0.473	-4.341	-0.28	-0.188	-0.449	-1.08	-2.576	-0.537	1.441	-0.418
EDN2	0.188	0.422	NA	-3.784	2.861	0.256	NA	0.345	2.605	-1.555	0.584	-0.032	-0.923	-1.426	-1.812	-0.183	NA	-2.148	1.055	-1.443
EDN3	-0.035	-0.483	0.189	-1.371	-0.988	-2.285	NA	0.377	NA	-0.756	NA	-0.441	-1.344	-1.271	-0.871	0.95	-2.064	-1.25	-0.645	-1.668
EDNRB	-1.923	-3.088	-3.326	-1.728	-1.446	-1.454	-0.858	0.064	-2.114	-1.271	-3.392	-1.339	-1.797	-1.464	-1.292	-1.591	-1.85	-2.191	-3.013	-1.825
EEA1	-0.53	-0.971	2.081	NA	1.247	-0.526	NA	-0.282	-4.885	-0.141	-2.349	-1.067	0.137	-0.493	-1.045	0.225	-0.815	-0.488	0.06	-0.736
EED	0.391	0.494	0.728	-0.587	-0.857	1.234	-0.751	1.292	0.501	0.519	1.349	-0.198	2.028	1.193	1.181	1.084	2.807	1.985	1.489	0.462
EEF1A1	-0.64	-1.706	-2.775	-0.54	-2.261	-2.975	1.272	-0.815	-1.488	-2.249	-1.425	-2.574	-1.297	-1.512	-1.066	-0.732	-1.64	-1.878	-1.792	-2.161
EEF1D	-3.79	-4.209	-3.926	-2.699	-3.105	-1.233	0.307	-1.939	-2.586	-2.809	-2.614	-2.428	-1.566	-1.879	-1.715	-1.452	-2.191	-3.364	-2.248	-2.052
EEF1E1	-3.599	-2.571	-2.362	-3.141	-3.342	-0.081	2.065	0.043	-2.49	-2.949	-1.827	-3.741	0.306	-0.21	-1.244	-2.346	-0.308	0.948	-0.981	-3.282
EEF2	-1.43	-1.07	-0.457	-1.841	-2.965	-0.628	-1.935	-0.908	-1.19	-0.742	-2.306	-0.841	-0.42	-0.972	-0.377	-0.772	-1.245	-2.672	-2.86	-0.39
EFCAB11	-4.318	-2.773	-3.584	-4.303	-2.518	-2.656	-0.419	-1.46	-3.132	-2.558	-4.059	-1.99	-3.838	-2.149	-2.804	-2.214	-2.505	-2.445	-3.371	-2.65
EFCAB2	-0.246	-1.364	-0.884	-1.487	-0.037	0.82	-2.024	0.647	-1.289	0.274	-0.165	-0.685	1.053	0.69	0.621	-0.016	0.117	1.292	0.334	0.715
EFCAB5	3.445	2.607	1.336	2.006	0.645	2.612	-2.261	2.162	1.006	1.308	2.204	0.087	3.598	1.96	1.428	1.673	2.85	4.045	1.732	2.924
EFEMP1	-0.107	-0.726	-0.205	-0.775	-0.427	-0.902	0.082	0.858	-2.943	NA	-0.793	-0.446	-2.041	-1.329	-1.406	-0.297	-1.008	-1.416	-1.358	-1.617
EFHC1	0.032	1.819	0.546	1.583	1.061	0.021	-5.52	-0.124	1.224	-0.118	0.393	0.619	0.118	-0.603	-0.011	0.073	0.962	-0.669	0.251	-0.436
EFHD1	-2.062	-1.403	-0.584	-1.955	-1.711	-1.883	0.914	-2.006	-3.202	-3.861	-3.314	-3.306	-3.776	-3.561	-4.855	-3.881	-3.083	-3.826	-3.202	-3.616
EFNA1	-1.986	-4.773	-4.302	-3.905	-5.539	-2.27	-4.027	-2.782	-4.166	-5.031	-5.056	NA	-6.464	-5.862	-6.082	-6.399	-5.556	-6.276	-5.965	-5.296
EFNA4	-0.809	-0.942	-0.649	-1.115	-0.942	-1.49	-2.752	-1.386	-1.117	-0.521	-0.563	-1.189	-2.269	-0.97	-0.558	-1.524	-1.811	-0.956	-0.895	-1.018
EFNA5	0.11	0.333	0.381	1.464	0.392	0.651	0.822	0.257	1.169	-0.027	-0.289	0.824	0.11	-0.132	-0.009	0.65	0.691	0.586	-0.165	-0.749
EFNB1	-3.6	-1.319	1.876	-2.16	1.693	-1.505	-1.234	-0.017	-3.549	0.023	-1.963	-1.033	1.106	1.044	0.168	2.19	2.72	1.575	1.125	-0.364
EFNB2	-2.152	-3.233	-2.415	-2.024	-1.102	-0.566	-4.078	0.614	-0.048	-2.662	-2.036	-3.264	-3.851	-2.326	-2.724	NA	-3.589	-2.215	-2.278	-1.908
EFNB3	-0.733	1.367	0.839	0.903	-0.228	-0.564	2.863	-0.802	-1.46	-1.47	-1.042	-0.84	-1.897	-2.525	-1.736	-0.291	-0.692	-2.162	-0.457	-1.996
EFR3A	-0.625	-0.54	-1.006	0.786	0.782	-0.906	-0.08	-0.783	-0.578	-1.142	-0.567	-0.305	-1.859	-1.695	-1.655	-0.03	-1.084	-1.031	-1.109	-0.857
EFR3B	-2.198	-0.357	-2.469	-2.728	-2.98	-2.84	1.954	-2.064	-2.642	-3.869	-3.483	-2.233	-4.241	-3.584	-3.564	-5.272	-2.569	-3.282	-2.298	-3.143
EFS	-0.92	-2.288	0.344	-0.927	-0.806	-2.511	-2.449	-1.779	-2.826	-3.612	-3.948	-3.506	-4.552	-4.224	-4.283	-2.192	-3.874	-3.831	-3.443	-4.766
EFTUD2	-3.25	-2.017	1.309	NA	4.24	-0.507	-0.772	1.422	-0.253	0.289	0.085	0.081	0.93	1.469	1.334	4.066	-0.121	-0.404	-3.238	0.148
EGF	-0.086	-1.401	1.139	0.774	-1.508	-1.384	NA	-2.193	4.63	-1.118	0.511	NA	-3.171	-0.237	-1.331	2.109	NA	0.659	NA	0.112
EGFL6	2.038	1.515	1.671	1.187	2.319	0.474	2.283	1.866	0.882	2.053	2.356	1.996	0.404	0.832	1.578	0.953	0.182	1.801	1.826	NA
EGFR	4.204	3.08	4.795	3.342	2.48	1.717	-2.799	3.881	2.897	2.363	2.463	3.543	1.297	1.896	2.48	2.333	1.949	2.491	1.986	3.716
EGLN2	1.529	1.926	2.379	1.003	1.17	0.595	-1.464	0.066	1.426	0.75	0.92	1.853	0.151	0.242	0.741	0.5	0.19	-0.153	0.629	1.388
EGLN3	-2.675	-5.787	-3.719	5.215	-1.872	NA	NA	-2.714	-4.845	-3.13	-6.03	-2.866	-5.191	-4.334	-3.396	-3.505	-4.07	-3.919	-5.246	-3.818
EGR1	-1.538	-2.864	-2.206	-2.463	0.487	3.329	3.78	3.419	1.464	1.79	0.721	1.2	0.501	1.098	1.296	2.185	2.698	0.199	1.84	0.854
EGR2	-0.821	-0.572	-2.008	-1.99	-0.569	0.543	NA	-0.745	-0.194	0.354	0.698	-1.231	0.214	1.333	0.397	0.92	-0.135	1.246	0.139	-0.238
EGR3	-3.003	-1.856	-2.954	-3.284	-2.798	-0.433	-1.573	1.096	-1.86	-0.403	-0.909	-2.291	-0.709	0.092	0.435	0.059	-0.641	-1.48	-0.282	-1.388
EGR4	NA	NA	1.992	NA	5.992	3.358	NA	3.436	NA	2.69	5.125	NA	NA	2.375	6.411	3.744	0.503	7.744	2.693	4.439
EHBP1	-4.434	-2.83	-2.865	-3.164	-2.833	-2.349	-2.073	-2.541	-3.651	-3.424	-2.775	-3.178	-2.318	-3.504	-2.977	-2.694	-2.957	-2.543	-2.783	-2.802
EHBP1L1	NA	-1.369	0.688	2.278	2.584	NA	NA	0.432	-0.238	1.688	0.696	NA	0.118	1.326	1.074	3.171	0.978	1.087	0.093	0.549
EHD1	0.874	1.286	2.026	-1.634	1.832	-0.961	-3.041	0.241	1.499	1.79	1.739	1.587	-0.719	0.618	0.478	1.176	0.095	0.245	0.668	1.149
EHD2	-3.956	-3.247	-3.262	-1.21	-2.526	-2.229	-1.825	-3.276	-2.359	-3.703	-3.286	-3.124	-5.022	-3.278	-4.589	-2.989	-5.218	-4.888	-4.893	-3.235
EHD3	0.709	1.032	-1.67	-1.218	0.281	0.882	5.123	0.362	-1.356	0.495	-0.355	-0.218	-0.104	-0.258	0.285	0.775	0.695	0.223	0.279	0.471
EHD4	-1.805	-2.167	-1.111	2.092	-0.132	-0.764	-4.339	0.571	-0.495	-0.325	-0.092	-0.011	-0.335	0.169	0.553	-0.685	-0.161	-0.279	-0.117	-0.499
EHF	-3.111	-2.794	-3.882	-2.606	-3.097	-2.544	-0.847	-1.96	-4.282	-1.769	-4.883	-4.929	-4.555	-4.552	-4.787	-2.917	-4.733	-4.011	-4.597	-4.217
EHMT1	1.827	-2.635	-1.405	-2.712	1.296	-2.157	NA	-1.377	-1.594	-1.231	-2.707	-1.37	-1.399	-2.246	-0.622	-1.155	-2.033	-3.061	-1.2	-1.213
EHMT2	2.156	1.394	-0.507	-1.767	0.709	-1.09	2.957	1.65	-4.185	-0.002	0.853	1.43	-0.561	-0.672	-0.198	1.394	0.598	0.585	0.228	0.461
EI24	-2.773	-0.759	-0.475	NA	1.029	NA	NA	-1.544	0.791	-5.44	1.898	1.29	NA	0.908	-0.209	3.469	1.809	1.108	-1.744	2.362
EIF1	-1.407	-1.118	-2.123	-1.585	-1.854	-3.303	-0.509	-1.875	-0.771	-2.441	-2.392	-1.283	-2.028	-2.012	-1.403	-3.566	-2.405	-2.975	-2.073	-1.003
EIF1AY	1.147	-1.976	-0.201	-4.097	-0.899	2.268	-1.71	1.113	0.611	-0.992	-1.738	-1.023	-0.892	2.838	2.014	-2.176	-1.174	3.502	2.234	0.166
EIF1B	1.024	0.479	-0.13	0.017	-0.209	-1.856	-0.698	-0.729	0.332	-0.539	-0.109	-0.849	-1.089	-1.193	-1.272	-1.118	-1.55	-0.497	-0.243	0.46
EIF2A	0.612	0.155	0.533	0.514	-0.377	1.589	-0.264	1.033	-0.304	-0.137	0.513	-0.423	2.528	1.686	1.341	0.901	1.23	1.857	0.952	0.459
EIF2AK1	-0.513	0.811	1.003	0.63	-0.228	-0.907	-1.207	-0.968	0.706	-0.134	-1.122	0.283	-1.2	-0.723	0.018	-0.557	-1.357	-2.212	-1.16	-0.412
EIF2AK2	2.688	0.781	1.233	0.556	3.182	0.623	0.838	0.708	2.264	1.195	3.544	0.862	0.076	0.304	0.504	0.009	0.804	1.13	3.374	1.162
EIF2AK3	-0.863	NA	NA	NA	-0.155	-4.392	NA	0.588	0.573	-0.45	-0.6	1.821	0.061	-0.246	-0.84	4.564	0.682	-0.998	1.103	-0.751
EIF2B1	1.387	2.029	-2.373	-1.761	-0.935	-0.936	NA	-0.568	-0.768	-0.555	-1.022	-2.158	0.218	0.744	0.554	-0.197	-1.293	-0.518	0.063	-0.411
EIF2B2	-0.002	-0.053	0.23	-0.837	0.131	0.231	0.41	1.066	0.372	1.211	-0.312	1.711	0.52	1.345	1.085	0.655	0.699	0.072	-0.077	0.465
EIF2B4	5.342	5.918	5.159	5.02	4.096	3.139	0.598	5.095	1.886	4.411	4.538	3.948	5.204	5.346	5.021	5.558	6.055	6.851	4.865	5.76
EIF2B5	1.787	NA	2.279	-4.994	3.006	3.199	2.476	2.006	2.319	-1.857	NA	-0.35	1.743	-0.251	NA	7.742	NA	0.524	-1.683	2.032
EIF2S1	-0.644	-0.679	-0.75	-0.862	-0.511	0.803	1.217	2.002	-1.934	-0.531	-0.155	-1.35	0.95	0.701	0.643	-0.127	-0.08	1.628	-0.64	0.581
EIF2S2	2.242	NA	0.829	NA	NA	1.767	4.609	2.533	4.219	-0.506	2.571	3.665	2.141	1.388	0.517	4.81	NA	2.229	3.017	-1.541
EIF2S3	NA	4.596	1.176	NA	3.077	1.851	5.906	0.743	NA	NA	NA	4.375	2.828	2.44	1.73	3.243	5.569	4.052	2.923	-1.729
EIF3A	NA	NA	1.882	0.997	1.916	0.203	3.704	4.424	NA	0.954	1.686	1.693	4.397	2.097	3.026	NA	2.354	4.173	1.415	-0.09
EIF3B	-0.034	0.982	0.362	1.199	0.392	0.963	0	0.956	0.22	-0.622	1.349	2.971	2.219	0.464	-0.341	-0.098	0.689	2.075	0.939	0.912
EIF3CL	-3.264	-2.01	-2.32	-3.589	-2.972	-2.87	-0.195	-1.971	-1.232	-2.09	-2.804	-2.852	-3.545	-2.045	-2.364	-2.882	-3.745	-4.286	-2.797	-2.236
EIF3D	-1.482	-0.942	-0.687	-1.33	-1.508	-0.904	-0.346	-0.374	-0.643	-0.574	-0.72	-0.955	-0.474	0.127	0.364	-0.566	-0.98	-1.619	-0.767	-0.223
EIF3E	2.341	NA	NA	NA	NA	NA	NA	NA	-0.189	1.153	3.367	NA	0.057	NA	2.151	NA	NA	4.149	NA	-0.164
EIF3F	-0.321	0.577	-1.522	-1.733	0.529	-0.045	2.843	-0.028	-0.231	-0.539	1.554	-1.177	-0.398	-0.152	-1.077	-0.056	0.087	-0.141	-0.381	-1.115
EIF3G	NA	-0.493	-2.035	NA	NA	0.846	1.62	0.341	0.748	-3.013	0.869	1.926	0.248	2.243	1.328	3.138	0.091	2.375	0.201	-0.362
EIF3H	1.104	0.761	0.956	-0.816	0.276	2.182	-0.686	1.896	1.026	1.368	0.726	1.275	1.956	2.141	1.651	1.105	0.912	0.817	0.739	1.569
